,age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
15948,54,20.845181121521613,0.0,0.0,50,2,9,1,4,1,3,0,39,1
15949,41,22.95149880995904,0.0,0.0,36,3,5,0,5,0,3,1,39,0
15950,63,20.64218383744561,0.0,0.0,50,4,14,2,4,1,3,1,39,0
15951,31,19.95437536675912,0.0,0.0,27,3,10,0,1,2,3,0,39,0
15952,23,23.6638097595935,0.0,0.0,25,3,8,1,12,1,1,0,39,0
15953,31,27.734951498219424,0.0,0.0,40,3,14,2,14,1,1,1,0,0
15954,41,22.75662281028432,0.0,0.0,45,3,13,0,10,0,3,1,39,1
15955,51,25.02653372778024,0.0,0.0,40,3,10,0,14,0,3,1,39,1
15956,59,21.977802641233094,0.0,0.0,40,3,14,0,3,0,3,1,39,1
15957,23,26.8564779334583,0.0,0.0,45,3,14,1,10,1,3,0,39,0
15958,24,20.79037077434566,0.0,0.0,45,4,14,1,4,1,1,1,39,0
15959,67,19.38073354085536,0.0,0.0,20,4,10,2,10,1,3,0,39,0
15960,65,21.094863317307826,0.0,0.0,35,0,10,2,0,1,3,0,39,0
15961,47,21.111913984425843,0.0,0.0,40,2,8,0,10,0,3,1,39,1
15962,21,25.292506245753753,0.0,0.0,40,3,10,1,3,1,3,1,13,0
15963,38,24.76305259017311,0.0,0.0,40,3,5,0,5,0,3,1,39,0
15964,55,16.82669829913009,0.0,0.0,40,3,8,2,10,1,3,0,39,0
15965,39,17.754139071578088,2.254715049087178,0.0,40,3,11,2,10,1,3,0,39,0
15966,24,16.965598956658628,0.0,0.0,50,3,10,2,8,1,3,0,32,1
15967,24,12.206555615733702,0.0,0.0,40,3,10,0,11,0,0,1,37,0
15968,38,22.904519273620117,2.6868589810723695,0.0,40,3,14,0,12,0,3,1,39,1
15969,19,18.518133646890835,0.0,0.0,24,3,10,1,8,1,3,1,39,0
15970,32,21.347272556557705,0.0,0.0,50,3,10,0,3,0,3,1,39,0
15971,63,20.59712786789137,0.0,0.0,60,4,14,0,4,0,3,1,39,1
15972,18,20.94857504591884,0.0,0.0,30,3,14,1,12,1,3,0,39,0
15973,36,16.04667040326115,0.0,0.0,45,3,14,0,14,0,3,1,39,0
15974,41,21.165140399458952,2.6523740055073257,0.0,40,3,8,2,14,1,1,1,39,0
15975,57,13.412783138021181,0.0,0.0,40,3,14,1,11,1,3,1,39,0
15976,48,12.992711214151598,0.0,0.0,40,3,10,0,3,0,3,1,39,0
15977,44,21.730289085857116,0.0,2.254382151497221,40,3,10,2,12,1,3,0,39,0
15978,25,20.00815126541129,0.0,0.0,40,3,14,1,4,1,0,1,3,0
15979,48,18.64010713552151,0.0,0.0,50,3,2,0,4,0,3,1,39,0
15980,20,17.403291685589203,0.0,0.0,8,3,14,1,12,1,3,0,39,0
15981,74,19.57838573213944,0.0,0.0,55,4,10,0,12,0,3,1,39,0
15982,44,21.296671885007385,0.0,0.0,40,3,10,1,4,1,3,0,39,0
15983,26,20.64516762720862,0.0,0.0,40,3,14,0,7,2,3,0,39,0
15984,54,22.99200289837703,0.0,0.0,40,2,10,0,5,0,3,1,39,0
15985,39,21.34470221249175,0.0,0.0,48,3,10,0,6,0,3,1,39,1
15986,38,12.2466321356726,2.6927387760792745,0.0,40,3,14,2,1,1,3,0,39,0
15987,18,21.407613994635224,0.0,0.0,40,3,0,1,8,1,3,0,39,0
15988,32,20.90235530343486,0.0,0.0,40,2,11,1,10,1,2,0,0,0
15989,24,18.206178354384683,0.0,0.0,40,3,14,1,8,1,3,1,39,0
15990,19,23.11060747512456,0.0,0.0,35,4,6,1,10,1,3,1,26,0
15991,28,20.948711015676633,0.0,0.0,40,3,10,0,7,0,3,1,39,0
15992,28,21.969154762225514,0.0,0.0,30,3,10,2,6,1,2,1,39,0
15993,49,13.305196215529552,0.0,0.0,40,2,10,0,3,0,3,1,39,0
15994,50,23.503215149718354,0.0,0.0,40,3,8,0,3,0,3,1,39,0
15995,63,20.8480786101426,0.0,0.0,40,3,10,2,7,1,1,0,14,0
15996,58,19.383480340845075,0.0,0.0,50,4,10,0,5,0,3,1,39,0
15997,68,19.211382763635193,0.0,0.0,15,3,10,2,8,1,3,0,39,0
15998,41,24.686255107508313,0.0,0.0,40,1,14,0,4,0,1,1,39,1
15999,21,21.125636202929307,0.0,0.0,40,0,10,1,0,1,3,0,39,0
16000,27,21.690907853441356,2.4432941369815784,0.0,50,3,14,0,10,0,3,1,39,1
16001,24,25.206171546810467,0.0,0.0,40,3,8,1,10,1,3,1,39,0
16002,50,20.98351369176838,0.0,0.0,40,3,8,2,4,1,3,0,39,0
16003,47,23.523138655135163,0.0,0.0,44,3,14,2,8,1,3,0,39,0
16004,64,19.998062218393375,2.7368121251099207,0.0,40,0,10,2,0,1,3,1,39,1
16005,54,18.77263143690844,0.0,0.0,40,3,10,2,8,1,3,0,39,0
16006,28,16.25687024355564,0.0,0.0,30,3,8,1,1,1,0,0,39,0
16007,26,20.285185739310823,0.0,0.0,40,2,11,1,10,1,3,0,39,0
16008,35,20.374564372669774,0.0,0.0,42,2,8,2,4,1,3,1,39,0
16009,48,18.56886755339872,2.423598340142615,0.0,15,3,10,0,12,0,3,1,39,0
16010,50,20.19160396643511,2.509135233518429,0.0,40,3,7,0,12,2,3,0,39,0
16011,39,20.7789274104782,0.0,0.0,40,3,10,2,1,1,3,0,39,0
16012,46,20.953903079285173,0.0,0.0,45,3,8,1,12,1,3,1,39,1
16013,41,18.027372341836003,0.0,0.0,48,3,14,2,1,1,1,0,39,0
16014,24,19.381695053697392,2.3936952402423373,0.0,40,3,5,0,12,0,3,1,39,0
16015,57,20.00858821660638,0.0,0.0,40,3,10,2,3,1,3,1,39,0
16016,32,20.13937996093565,0.0,0.0,40,3,10,1,6,1,3,1,4,0
16017,41,21.344959288686084,0.0,0.0,50,3,7,0,4,0,1,1,19,1
16018,55,23.683011104039235,0.0,0.0,40,3,10,0,3,0,3,1,39,1
16019,41,22.46349837708655,0.0,0.0,80,0,7,2,0,1,3,1,39,0
16020,69,19.98504573610835,2.430884051739089,0.0,40,3,5,2,7,1,1,0,39,0
16021,22,18.2991305513541,0.0,0.0,40,3,10,1,8,1,1,0,39,0
16022,45,20.955424628273985,2.509135233518429,0.0,40,3,10,0,8,0,3,1,39,0
16023,33,21.31151287043258,0.0,0.0,40,3,10,1,1,1,1,1,39,0
16024,57,23.574406521028845,0.0,0.0,40,3,14,2,12,1,3,0,39,0
16025,38,17.472738111642784,0.0,2.3139646691309244,65,4,8,0,4,0,0,1,39,1
16026,40,21.30598344552046,0.0,0.0,50,3,10,0,3,0,3,1,39,0
16027,48,23.594112306116035,0.0,0.0,40,4,14,2,6,1,3,0,39,0
16028,38,21.56146476316962,0.0,0.0,35,2,14,2,4,1,1,0,39,0
16029,26,23.154171528327396,0.0,0.0,60,2,8,1,10,1,3,0,39,0
16030,24,20.111409384319693,0.0,0.0,40,3,10,1,7,1,3,1,39,0
16031,35,20.30817849682954,0.0,0.0,20,3,10,2,8,1,1,0,39,0
16032,37,23.146333218825113,2.586334373360869,0.0,75,3,14,0,3,0,3,1,39,1
16033,42,15.616431017540647,0.0,0.0,40,3,10,2,7,1,3,1,39,0
16034,37,17.744929353888306,0.0,0.0,40,3,10,0,1,2,3,0,39,1
16035,37,21.327199198077135,0.0,0.0,50,3,10,1,4,1,3,0,39,0
16036,28,20.514752787841925,0.0,0.0,80,3,11,1,4,1,3,0,0,0
16037,22,20.416084501955847,0.0,0.0,40,3,10,0,3,0,3,1,39,0
16038,24,20.65927337410374,0.0,0.0,40,3,1,1,1,1,3,0,11,0
16039,45,23.616635273847,0.0,0.0,40,2,14,0,1,0,3,1,39,1
16040,29,24.98770292989891,0.0,0.0,50,4,10,1,3,1,3,1,39,1
16041,23,23.347730110432202,0.0,0.0,25,3,14,1,1,1,1,0,39,0
16042,24,19.007758768573062,0.0,0.0,40,1,8,1,4,1,3,1,39,0
16043,25,19.249454424787512,0.0,0.0,40,3,7,1,10,1,3,0,39,0
16044,58,23.713872673505268,0.0,0.0,32,3,10,2,12,1,3,0,39,0
16045,28,13.470122727742657,0.0,0.0,60,3,7,1,12,1,3,1,39,0
16046,58,18.545943802871914,0.0,0.0,35,3,10,2,12,1,3,0,39,1
16047,18,20.829486102445834,0.0,0.0,16,3,1,1,8,1,3,1,39,0
16048,59,22.057880682314924,0.0,0.0,40,3,5,0,11,0,3,1,33,0
16049,39,21.391567721409903,0.0,0.0,40,3,10,2,1,1,3,0,39,0
16050,53,23.218750575958243,0.0,0.0,50,3,14,0,12,0,3,1,39,1
16051,54,21.70434402863433,0.0,0.0,65,3,13,1,10,1,3,0,39,0
16052,51,20.46030147012197,0.0,0.0,50,3,10,0,14,0,3,1,39,1
16053,59,19.99136941508229,2.6868589810723695,0.0,55,3,11,0,12,0,3,1,39,1
16054,42,20.01152129066571,0.0,0.0,40,2,10,1,11,1,3,1,39,1
16055,36,26.061809849384158,0.0,0.0,40,3,14,0,1,2,3,0,39,0
16056,37,20.80371141086736,0.0,0.0,60,3,14,1,1,1,3,0,39,0
16057,32,13.084627486950538,0.0,0.0,40,3,14,1,6,1,3,1,39,0
16058,38,21.077424131874587,0.0,0.0,50,4,10,0,13,0,3,1,39,0
16059,19,23.437470597574304,0.0,0.0,30,3,10,2,1,1,3,0,39,0
16060,55,19.18385727299031,0.0,0.0,48,2,8,2,10,1,3,0,39,0
16061,30,24.163629301548927,0.0,0.0,40,3,10,1,3,1,3,1,39,0
16062,27,19.843708754136355,0.0,0.0,50,3,14,0,10,0,3,1,39,1
16063,65,21.16719680069741,0.0,0.0,25,0,10,0,0,0,3,1,39,0
16064,44,23.851252322976865,0.0,0.0,5,3,8,1,4,1,3,0,39,0
16065,23,19.83935610883087,0.0,0.0,50,0,4,1,0,1,3,1,39,0
16066,32,19.040111899526334,0.0,0.0,50,3,8,0,7,0,3,1,39,0
16067,60,20.717968090668556,0.0,0.0,20,3,10,2,8,1,3,0,39,0
16068,28,19.672315572906,0.0,0.0,40,3,10,1,7,1,0,1,1,0
16069,44,18.800156755212708,0.0,0.0,40,3,10,0,4,0,3,1,26,0
16070,29,22.42752852522828,0.0,0.0,16,3,10,1,6,1,3,1,39,0
16071,57,22.382471920654872,0.0,0.0,40,2,10,0,3,0,3,1,39,0
16072,41,17.966470215092606,0.0,0.0,60,3,14,2,14,1,3,1,39,0
16073,34,22.364748308175784,0.0,0.0,60,4,1,0,14,0,3,1,39,0
16074,44,20.831975355230245,0.0,0.0,42,3,14,2,4,1,3,0,39,0
16075,44,20.804016833114474,0.0,0.0,40,3,8,2,14,1,3,1,39,0
16076,57,19.01430807521578,0.0,0.0,22,3,3,0,6,0,3,1,39,0
16077,37,14.225801110189554,0.0,0.0,30,3,8,1,10,1,3,1,39,0
16078,35,18.09142219343363,0.0,0.0,16,3,8,0,10,0,3,1,39,1
16079,51,19.537784724155227,3.5938096706605864,0.0,50,3,11,0,4,0,3,1,0,1
16080,27,19.130448055270094,0.0,0.0,45,3,14,1,4,1,3,1,39,0
16081,41,23.275363773440738,2.4432941369815784,0.0,40,2,14,0,1,2,3,0,39,1
16082,28,21.233079230520033,0.0,0.0,8,0,8,1,0,1,3,1,39,0
16083,37,19.45866568907489,0.0,0.0,60,4,9,0,10,0,3,1,39,0
16084,18,15.085488611215984,0.0,0.0,8,3,14,1,8,1,3,1,39,0
16085,24,21.43363470249979,0.0,0.0,20,2,5,1,13,1,3,0,39,0
16086,53,16.911431148046873,0.0,0.0,40,3,2,0,1,2,3,0,39,0
16087,40,19.31542857461189,0.0,2.3243211403133897,48,3,10,2,7,1,3,1,39,0
16088,54,19.712582221511393,0.0,0.0,60,3,14,2,7,1,3,1,39,0
16089,22,24.01591659571475,0.0,0.0,40,3,14,1,10,1,3,0,39,0
16090,44,22.1346297299566,0.0,0.0,30,3,0,2,1,1,1,0,39,0
16091,43,20.772459538787242,0.0,0.0,45,3,14,2,4,1,3,0,20,0
16092,58,21.740563284419725,0.0,0.0,20,2,8,0,10,2,3,0,39,1
16093,59,17.89037781245141,0.0,0.0,45,2,8,0,10,2,3,0,39,1
16094,31,22.054805198678874,0.0,0.0,45,3,8,0,4,0,3,1,39,1
16095,35,23.06946358976315,0.0,0.0,40,3,10,1,7,1,3,1,39,0
16096,17,19.683372573439325,0.0,0.0,20,3,0,1,12,1,3,0,39,0
16097,45,17.87437688182604,0.0,0.0,32,3,14,2,10,1,3,0,39,0
16098,40,24.742265704176926,0.0,0.0,40,3,14,2,6,1,3,1,39,0
16099,35,13.429639052540763,0.0,0.0,45,3,10,0,6,0,3,1,39,0
16100,25,14.957448912292685,0.0,0.0,45,1,8,1,13,1,3,1,39,0
16101,58,21.479568602964978,0.0,0.0,40,3,10,2,6,1,3,1,39,0
16102,39,13.233937024242069,0.0,0.0,50,3,14,2,6,1,3,1,39,1
16103,69,22.321400486822427,0.0,0.0,34,0,3,0,0,0,0,1,30,0
16104,23,25.450537950550594,0.0,0.0,54,3,10,0,4,0,3,1,39,0
16105,32,20.51756095985904,0.0,0.0,40,2,8,1,10,1,3,0,39,0
16106,48,18.5402584044849,0.0,0.0,44,3,7,0,14,0,3,1,39,0
16107,41,18.47055094457347,0.0,0.0,40,3,8,0,6,0,3,1,11,0
16108,74,20.995436370275677,0.0,0.0,10,3,6,2,3,1,3,1,0,0
16109,43,18.2895352612942,0.0,0.0,50,3,8,0,10,0,3,1,39,1
16110,18,20.967774944935044,0.0,2.288396146719403,20,3,14,1,8,1,3,1,39,0
16111,24,23.16560239112287,0.0,0.0,40,1,8,1,2,1,3,1,39,0
16112,58,19.60245966198881,0.0,0.0,32,3,14,0,1,2,3,0,39,0
16113,54,18.521242971595708,0.0,0.0,40,3,11,0,10,0,3,1,39,1
16114,60,20.80779185193488,0.0,0.0,40,3,5,0,3,0,3,1,39,0
16115,28,25.309809364347867,0.0,0.0,40,3,14,0,5,0,3,1,39,0
16116,41,21.344959288686084,0.0,0.0,40,3,10,0,14,0,3,1,39,1
16117,62,15.357117182789237,0.0,0.0,35,0,14,0,0,0,1,1,39,1
16118,27,22.821260835930698,0.0,0.0,40,2,14,2,1,1,1,1,23,0
16119,30,20.844877505165844,0.0,0.0,20,3,14,2,8,1,3,0,39,0
16120,63,20.265179225333473,0.0,0.0,35,2,8,2,3,1,1,1,28,0
16121,33,26.04867968319308,2.462125484014554,0.0,50,3,10,1,12,1,3,1,39,0
16122,34,22.176971294316246,0.0,0.0,45,3,10,0,14,0,3,1,39,0
16123,20,19.09909090205079,0.0,0.0,40,0,6,1,0,1,3,1,39,0
16124,51,20.989626264606887,0.0,0.0,40,3,10,0,11,0,3,1,39,0
16125,21,21.63609740522264,0.0,0.0,25,3,0,1,8,1,1,1,39,0
16126,50,13.335027021007651,0.0,0.0,40,3,10,0,3,0,3,1,39,1
16127,43,21.347709422725774,0.0,0.0,40,3,10,0,7,0,3,1,39,0
16128,27,15.454954057403185,2.423598340142615,0.0,40,3,10,0,3,0,3,1,39,0
16129,19,18.205556917359576,0.0,0.0,40,3,10,1,1,1,3,0,39,0
16130,20,24.65788946866478,0.0,0.0,43,0,10,1,0,1,2,1,39,0
16131,17,15.216454686252932,0.0,0.0,6,3,2,1,8,1,3,0,39,0
16132,47,24.234180331133775,0.0,0.0,40,3,7,2,14,1,1,1,39,0
16133,25,21.115977699273625,0.0,0.0,40,2,8,1,1,1,1,0,39,0
16134,71,20.618609066479955,0.0,0.0,20,3,11,1,8,1,3,0,39,0
16135,21,20.82483710803212,0.0,0.0,40,3,10,1,7,1,1,0,39,0
16136,69,19.971093642047183,0.0,0.0,48,0,1,0,0,0,3,1,39,0
16137,48,20.448119209900927,0.0,0.0,40,3,7,0,7,0,3,1,39,0
16138,57,19.439057695870883,0.0,2.2702496239805665,3,3,5,2,12,1,3,0,39,0
16139,58,14.418620215504422,0.0,2.3761818904437293,40,4,14,0,5,0,3,1,39,1
16140,34,20.843165964803305,0.0,0.0,20,3,10,0,7,1,2,0,4,0
16141,33,21.722390937467175,0.0,0.0,66,2,14,0,6,0,3,1,0,0
16142,56,22.40162140170675,0.0,0.0,40,3,4,0,8,0,3,1,0,0
16143,40,18.30964760194816,0.0,0.0,40,1,11,1,10,1,3,1,39,0
16144,28,21.397796635022278,0.0,0.0,32,3,10,1,8,1,3,1,39,0
16145,42,23.670824891439903,0.0,0.0,40,3,11,0,12,0,3,1,7,0
16146,19,19.167370142908265,0.0,0.0,20,0,14,1,0,1,3,0,39,0
16147,41,19.769223814262563,2.462125484014554,0.0,40,3,7,2,13,1,3,0,39,0
16148,28,19.78696403261123,0.0,0.0,35,3,10,1,1,1,3,0,39,0
16149,40,24.38240086257383,0.0,0.0,35,3,0,2,7,1,3,0,39,0
16150,23,17.631270674181774,0.0,0.0,30,3,14,1,7,1,0,1,39,0
16151,46,21.214774609434965,0.0,0.0,40,0,10,0,0,2,3,0,39,1
16152,39,19.681766036484444,0.0,0.0,50,3,11,1,12,1,3,1,39,1
16153,39,18.40886774488059,0.0,2.310428521324417,50,3,8,1,12,1,3,1,39,0
16154,45,19.091407071345724,0.0,0.0,40,3,10,1,6,1,3,0,39,0
16155,21,14.26049601692295,0.0,0.0,35,0,14,1,0,1,3,0,39,0
16156,50,17.49607739852947,0.0,0.0,40,4,14,2,12,1,3,0,39,0
16157,33,23.58373195127101,0.0,0.0,40,3,10,0,1,0,3,1,39,0
16158,34,18.730544405997634,0.0,0.0,40,3,1,0,7,1,3,0,39,0
16159,55,20.44323435125509,0.0,0.0,32,3,10,0,14,0,3,1,39,0
16160,62,20.519847176149263,0.0,0.0,40,1,10,2,1,1,3,0,39,0
16161,31,21.454702216774596,0.0,0.0,40,3,8,0,12,0,3,1,39,0
16162,35,25.97063474439572,0.0,0.0,40,4,6,0,3,0,3,1,39,0
16163,30,21.958064886514155,0.0,0.0,40,3,10,2,3,1,3,1,39,0
16164,57,22.239055187218437,0.0,0.0,50,3,14,0,12,0,3,1,39,1
16165,50,19.708566650858916,0.0,2.311929867334273,55,3,10,0,4,0,1,1,39,1
16166,51,22.522964817215122,0.0,0.0,50,3,10,0,14,0,3,1,39,0
16167,47,23.95225936114348,2.539067765255628,0.0,45,3,10,0,12,0,3,1,39,1
16168,37,18.493083896332294,0.0,0.0,45,3,8,1,10,1,3,1,39,1
16169,58,22.745583652427456,0.0,0.0,40,3,5,0,14,0,3,1,26,0
16170,39,14.791701188861879,0.0,0.0,50,3,8,2,4,1,3,0,39,1
16171,34,23.323531726579347,0.0,0.0,40,3,14,1,7,1,3,1,9,1
16172,45,20.471354751359403,0.0,0.0,38,3,10,2,1,1,3,0,39,0
16173,19,18.973153534149436,0.0,0.0,40,0,14,1,0,1,3,1,39,0
16174,42,20.882891875856586,3.5938096706605864,0.0,40,3,8,0,10,0,3,1,39,1
16175,40,20.247583377304878,2.462125484014554,0.0,40,3,7,2,13,1,3,1,39,0
16176,39,21.20080510704728,0.0,2.323929576704881,50,4,13,0,10,0,3,1,39,1
16177,36,21.21744480408498,0.0,0.0,40,3,11,0,10,0,3,1,39,1
16178,56,17.846293403166776,0.0,0.0,35,3,10,2,1,1,2,0,39,0
16179,19,18.5823240123484,0.0,0.0,15,0,14,1,0,1,3,0,39,0
16180,37,24.507526344433852,0.0,0.0,40,3,14,0,6,0,1,1,39,1
16181,60,17.475830441052647,0.0,0.0,40,2,10,0,8,0,3,1,39,0
16182,56,19.533090123902568,0.0,0.0,40,3,10,0,3,0,3,1,39,1
16183,51,17.85885958328079,2.5067213598111064,0.0,47,3,5,0,4,0,2,1,39,0
16184,34,19.19609759015999,0.0,0.0,36,3,8,1,10,1,3,0,39,0
16185,23,21.61825400130263,0.0,0.0,10,0,14,1,0,1,3,0,39,0
16186,19,18.904072580538966,0.0,0.0,30,3,10,1,5,1,1,1,39,0
16187,37,25.876238500373745,0.0,0.0,40,1,10,1,4,1,1,0,39,0
16188,58,23.60219758083742,0.0,0.0,40,3,8,0,4,0,3,1,39,1
16189,33,22.39461304800422,0.0,0.0,35,3,1,1,1,1,3,0,39,0
16190,39,22.482727720852722,0.0,0.0,40,3,8,1,4,1,3,1,39,1
16191,36,18.479154080384976,2.5684781268308794,0.0,40,3,10,1,1,1,3,0,39,0
16192,26,16.32406626895984,0.0,0.0,40,3,8,1,10,1,0,0,30,0
16193,22,20.452386938559513,0.0,0.0,36,3,7,1,13,1,3,0,39,0
16194,32,18.129217468656574,0.0,0.0,40,3,11,1,1,1,3,1,39,0
16195,17,21.25284728032555,0.0,0.0,15,3,1,1,12,1,3,1,39,0
16196,57,24.605781126303334,0.0,0.0,40,0,14,2,0,1,3,0,39,0
16197,68,18.68326695094986,0.0,0.0,20,3,5,2,8,1,2,0,39,0
16198,70,22.964948309307434,2.470805654583645,0.0,40,3,10,0,12,0,3,1,39,0
16199,30,18.402733412688207,0.0,0.0,40,3,10,1,5,1,3,1,39,0
16200,19,27.066864958061476,0.0,0.0,15,2,14,1,1,1,3,0,24,0
16201,51,17.529914462617924,0.0,0.0,40,3,10,0,10,0,3,1,39,0
16202,19,23.125560494300426,0.0,0.0,30,3,14,1,1,1,3,1,27,0
16203,47,17.857191478658564,0.0,0.0,40,3,10,0,3,0,3,1,39,0
16204,41,24.372080676379085,2.7024461054414277,0.0,55,3,8,0,10,0,3,1,39,1
16205,36,17.744705638735027,0.0,2.311929867334273,40,3,14,0,7,0,3,1,39,1
16206,30,21.93294442196804,0.0,0.0,40,3,14,0,3,0,3,1,39,1
16207,26,19.96383954979116,0.0,0.0,45,3,10,0,7,0,3,1,39,0
16208,41,20.899535106401913,0.0,0.0,20,2,8,2,10,1,3,1,39,0
16209,25,23.52947432718614,0.0,0.0,45,3,14,0,1,0,3,1,39,0
16210,62,19.749975534344312,0.0,0.0,40,3,6,0,8,0,3,1,39,0
16211,23,23.588114322908858,0.0,0.0,40,3,11,1,10,1,3,1,39,0
16212,26,19.018597839906747,0.0,0.0,10,0,8,1,0,1,3,0,39,0
16213,25,21.011220892118274,2.667969105544465,0.0,40,3,10,1,12,1,2,1,39,0
16214,30,18.991136823912036,0.0,0.0,45,3,8,1,12,1,3,0,39,0
16215,48,14.140898024417119,0.0,0.0,40,3,10,1,6,1,3,1,39,0
16216,20,24.81512741871334,0.0,0.0,40,3,10,1,8,1,2,1,26,0
16217,51,20.87143512276022,0.0,0.0,15,3,14,0,4,2,3,0,39,1
16218,19,20.544455163115455,0.0,0.0,10,3,14,1,6,1,3,1,39,0
16219,31,24.01089752341859,0.0,0.0,40,3,10,1,7,1,3,1,39,0
16220,36,20.475258490875017,2.6868589810723695,0.0,50,3,8,0,4,0,3,1,39,1
16221,21,22.62564729707876,0.0,0.0,40,0,14,1,0,1,3,0,39,0
16222,40,22.90915747299128,0.0,0.0,40,3,10,1,12,1,1,1,39,0
16223,30,22.97284996729259,0.0,0.0,40,4,1,1,5,1,1,1,39,0
16224,28,15.291957529065018,0.0,2.2683537908425095,40,4,14,1,3,1,3,1,39,0
16225,57,19.20746787091341,0.0,0.0,40,3,6,0,3,0,1,1,39,1
16226,18,21.301536112185218,0.0,0.0,15,3,1,1,12,1,3,1,39,0
16227,54,21.425683395036796,0.0,0.0,40,3,10,0,3,0,3,1,39,1
16228,32,20.204164921391754,0.0,0.0,40,3,10,0,7,0,1,1,39,0
16229,52,20.74717133618412,0.0,0.0,40,3,11,1,10,1,3,1,39,0
16230,27,20.613473401508198,0.0,0.0,40,3,10,2,7,1,3,0,39,0
16231,45,21.122480072769292,0.0,0.0,48,3,8,0,4,0,3,1,0,0
16232,18,19.513975006600827,0.0,0.0,20,3,14,1,8,1,3,1,39,0
16233,37,20.7295687809919,0.0,0.0,35,4,10,1,3,1,3,1,39,0
16234,52,24.470263332112378,0.0,0.0,40,3,10,0,7,0,1,1,39,1
16235,59,23.54691895793835,0.0,0.0,50,3,6,1,8,1,1,1,39,0
16236,27,26.212086984321147,0.0,0.0,40,3,7,1,7,1,3,1,39,0
16237,43,18.437573404705294,0.0,0.0,40,1,10,0,7,0,3,1,39,0
16238,56,13.421167328392892,0.0,0.0,40,3,14,0,3,0,3,1,39,1
16239,44,13.490432092973832,0.0,0.0,72,4,14,0,5,0,3,1,39,0
16240,37,20.692705062500316,0.0,0.0,45,3,7,1,3,1,3,1,39,0
16241,28,18.60406551778068,2.7982765804562932,0.0,50,3,7,2,4,1,3,1,39,1
16242,48,17.687922140432374,0.0,0.0,25,4,10,2,8,1,3,0,39,0
16243,58,13.346714218609907,0.0,0.0,50,4,8,0,4,0,3,1,39,0
16244,29,21.310737976771797,0.0,0.0,45,3,10,0,3,0,3,1,39,0
16245,37,17.928718643933387,0.0,0.0,40,3,7,0,12,0,3,1,39,0
16246,35,19.183751040572268,0.0,0.0,50,3,13,0,10,0,3,1,39,1
16247,36,24.77012894776229,0.0,0.0,38,3,7,2,3,1,3,1,39,0
16248,52,20.02193264554597,0.0,0.0,48,3,10,0,1,0,3,1,39,0
16249,30,19.050028043512683,0.0,0.0,40,3,10,2,14,1,3,1,39,0
16250,22,22.221692210205358,0.0,0.0,40,3,6,1,3,1,3,1,39,0
16251,55,24.321429019212385,0.0,0.0,60,4,7,0,12,0,3,1,39,0
16252,61,20.313250894638095,2.9113021834918844,0.0,38,3,10,0,4,2,3,0,39,1
16253,33,20.719767052455182,0.0,0.0,30,3,10,2,6,1,3,1,39,0
16254,46,21.76004908101942,0.0,0.0,50,3,14,0,12,0,3,1,39,0
16255,64,19.730215133873294,0.0,0.0,16,3,1,2,13,1,3,0,39,0
16256,28,21.927824598167323,0.0,0.0,40,3,0,2,3,1,3,1,26,0
16257,19,23.002609073561835,0.0,0.0,42,3,10,1,1,1,3,0,39,0
16258,36,20.082333937440737,0.0,0.0,40,3,10,2,1,1,3,1,4,0
16259,43,18.992888558356682,0.0,0.0,40,4,8,0,3,0,3,1,39,1
16260,39,20.00374894577369,0.0,0.0,40,4,9,2,1,1,2,1,0,0
16261,56,20.051736404409187,0.0,0.0,42,3,8,0,4,0,3,1,39,1
16262,24,21.191275337316487,0.0,0.0,40,2,14,1,11,1,3,1,39,0
16263,40,19.24387909523669,0.0,0.0,60,3,10,0,12,0,3,1,39,0
16264,45,18.697051845067598,0.0,0.0,50,3,7,0,4,0,3,1,39,1
16265,56,20.687737340675387,0.0,0.0,40,2,11,2,10,1,3,0,39,0
16266,46,18.859656938997535,0.0,0.0,40,3,10,2,3,1,1,0,0,0
16267,35,20.74072974098549,0.0,0.0,40,1,8,1,10,1,3,0,39,0
16268,36,25.280089729168086,0.0,0.0,60,4,13,0,10,0,3,1,39,1
16269,50,21.10981480746791,0.0,0.0,50,4,13,0,10,0,3,1,39,1
16270,61,21.126193020258743,0.0,0.0,21,3,5,2,8,1,1,0,39,0
16271,31,20.719767052455182,0.0,2.3243211403133897,60,3,7,1,14,1,3,1,39,0
16272,63,20.38676086991611,0.0,0.0,40,3,14,0,10,0,3,1,39,0
16273,41,21.282344457977768,0.0,0.0,40,3,7,0,4,0,3,1,39,0
16274,48,20.153352199515407,0.0,0.0,40,3,10,0,7,0,3,1,39,0
16275,45,20.080944768604567,0.0,0.0,35,3,10,2,12,1,3,0,39,0
16276,24,20.586992398860207,0.0,0.0,40,3,10,0,7,0,3,1,39,0
16277,34,17.932404829914578,0.0,0.0,40,3,14,2,10,1,1,1,11,1
16278,27,13.816390266051409,0.0,0.0,40,3,8,1,12,1,3,0,39,0
16279,26,15.486012933934205,0.0,0.0,48,3,7,1,3,1,3,1,39,0
16280,27,20.822289910184644,0.0,0.0,40,3,10,1,6,1,3,1,39,0
16281,55,25.050136975273315,0.0,0.0,40,3,7,0,4,0,3,1,39,0
16282,38,18.15864142062552,0.0,0.0,40,3,10,0,4,0,3,1,39,1
